Symbol,A1,I1,A3,A4,I7,A6,A7,I4,A8,I6,A10
ISLR2,59,55,33,89,106,28,41,135,56,207,47
ISM1,18,12,26,38,2,27,12,13,19,44,41
ISM1-AS1,0,0,0,0,0,0,0,0,0,0,0
ISM2,0,0,0,0,0,0,0,2,0,0,0
ISOC1,136,187,237,307,155,131,216,324,155,305,174
ISOC2,1248,769,1135,1256,992,872,1415,616,1338,871,1039
ISPD,31,33,25,28,20,13,45,26,25,18,39
ISPD-AS1,0,0,0,0,0,0,0,0,0,0,0
IST1,1140,803,754,1217,767,468,1246,1551,893,1036,1136
ISX,0,0,0,0,0,0,0,0,0,0,0
ISY1,286,368,283,302,284,162,417,392,382,342,276
ISY1-RAB43,93,147,130,174,164,87,181,238,151,286,174
ISYNA1,127,193,220,231,113,179,144,534,213,358,280
ITCH,437,383,347,700,505,193,597,563,369,413,374
ITFG1,649,661,384,610,400,407,1034,703,593,573,580
ITFG1-AS1,0,0,0,0,0,0,0,0,0,0,0
ITFG2,69,145,91,131,93,76,86,226,112,142,99
ITFG3,2093,1564,2039,2977,2531,1304,2402,2857,2210,1790,1705
ITGA1,147,226,201,376,158,181,183,333,202,609,177
ITGA10,10,9,30,14,25,11,38,35,21,22,45
ITGA11,66,176,37,89,33,21,251,96,97,116,110
ITGA2,0,18,18,20,3,12,23,46,3,17,4
ITGA2B,2,9,0,2,2,0,4,15,7,0,5
ITGA3,151,233,233,262,169,140,286,758,211,421,366
ITGA4,5,26,4,26,4,4,21,17,8,36,12
ITGA5,254,428,222,516,632,177,339,676,250,711,482
ITGA6,615,608,712,952,772,490,499,888,726,1419,526
ITGA7,3826,3738,3765,5678,6112,2713,6652,3794,5001,4340,5302
ITGA8,140,171,241,105,83,113,136,317,181,252,420
ITGA9,33,70,52,61,100,26,108,257,51,95,59
ITGA9-AS1,0,0,0,1,0,0,0,5,1,3,1
ITGAD,1,1,0,0,0,0,0,0,2,1,0
ITGAE,90,80,132,157,138,62,181,58,154,97,111
ITGAL,17,43,13,33,6,8,31,30,22,67,31
ITGAM,17,50,19,41,9,32,72,58,35,78,36
ITGAV,377,263,425,947,185,233,851,416,459,283,417
ITGAX,8,9,10,6,5,7,8,26,8,35,36
ITGB1,2656,3830,2805,4382,4186,2070,5008,4315,3077,4547,2834
ITGB1BP1,599,418,450,569,257,287,721,440,527,482,314
ITGB1BP2,441,398,413,510,475,251,378,357,428,727,328
ITGB2,59,184,70,51,24,74,123,173,80,312,78
ITGB2-AS1,0,3,1,3,2,2,10,1,3,8,14
ITGB3,15,67,49,46,22,26,54,131,29,78,61
ITGB3BP,43,33,30,21,15,11,48,26,24,41,33
ITGB4,51,224,255,165,99,120,76,552,134,519,162
ITGB5,621,528,425,798,377,447,928,925,691,737,633
ITGB6,1837,1600,1159,1760,1562,1186,3329,2160,1960,1661,1712
ITGB7,2,10,7,12,5,2,11,27,15,22,10
ITGB8,0,11,12,13,5,5,2,52,0,19,4
ITGBL1,96,206,83,138,31,54,339,361,58,255,68
ITIH1,0,0,0,0,0,0,0,1,0,0,0
ITIH2,0,0,0,0,1,0,0,0,0,0,0
ITIH3,10,6,19,16,0,18,5,57,17,19,153
ITIH4,1011,409,1280,1094,1176,287,1239,892,1024,823,2154
ITIH4-AS1,1,0,0,0,0,0,0,0,0,0,0
ITIH5,775,1008,601,620,469,572,1121,1581,568,1662,915
ITIH6,0,1,0,0,0,0,0,16,0,5,0
ITK,4,6,2,5,4,2,5,0,5,11,9
ITLN1,0,0,2,2,0,0,4,4,0,1,8
ITLN2,0,0,0,0,0,0,0,0,0,0,0
ITM2A,270,634,323,495,331,252,643,1070,275,843,328
ITM2B,2254,2901,2398,3897,2825,1499,3843,4017,2171,3679,2394
