Unnamed: 0,BioSample,BioProject,LibraryLayout,Platform,Model,Subspecies,Breed,Predicted breed label,Breed group,Sex,Age,Clean reads,Mapped reads,Mapping rate,Expressed gene count,Expressed gene ratio,Tissue class,Main categories,Sub categories,Note,Used in molQTL analysis,BioSample.WGS
6671,SAMN15960097,PRJNA546021,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"16,164,596","15,431,143",0.9546,16261,0.5096,Cardiac cell,Heart,Heart,,Yes,
6672,SAMN15960098,PRJNA546021,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"17,773,031","16,843,779",0.9477,16001,0.5015,Cardiac cell,Heart,Heart,,Yes,
6673,SAMN15960099,PRJNA546021,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"15,308,706","14,527,524",0.949,16133,0.5056,Cardiac cell,Heart,Heart,,Yes,
6674,SAMN15960100,PRJNA546021,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"17,871,850","16,899,957",0.9456,16282,0.5103,Cardiac cell,Heart,Heart,,Yes,
6675,SAMN15960101,PRJNA546021,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"16,495,140","15,901,921",0.964,16769,0.5255,Cardiac cell,Heart,Heart,,Yes,
6676,SAMN15960102,PRJNA546021,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"18,317,833","17,513,530",0.9561,16707,0.5236,Cardiac cell,Heart,Heart,,Yes,
6677,SAMN15960124,PRJNA546021,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"15,824,139","14,755,456",0.9325,14115,0.4424,Cardiac cell,Heart,Heart,,No,
6678,SAMN15960125,PRJNA546021,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"20,063,400","18,767,531",0.9354,14526,0.4552,Cardiac cell,Heart,Heart,,No,
6679,SAMN12027915,PRJNA548212,SINGLE,ILLUMINA,Illumina HiScanSQ,Sus scrofa,Duroc,Duroc x (Landrace x Yorkshire),Cross,Female,8 months,"48,653,772","47,211,568",0.9704,17628,0.5525,Oocyte,Oocyte,Oocyte,,Yes,
6680,SAMN12027916,PRJNA548212,SINGLE,ILLUMINA,Illumina HiScanSQ,Sus scrofa,Duroc,Duroc x (Landrace x Yorkshire),Cross,Female,8 months,"46,938,927","45,509,389",0.9695,17228,0.5399,Oocyte,Oocyte,Oocyte,,Yes,
6681,SAMN12015883,PRJNA548282,SINGLE,ILLUMINA,Illumina HiScanSQ,Sus scrofa,Zlotnicka white,Landrace x Yorkshire,Cross,Female,Unknown,"13,326,706","11,185,757",0.8393,15673,0.4912,Pituitary,Brain,Pituitary,,Yes,
6682,SAMN12015884,PRJNA548282,SINGLE,ILLUMINA,Illumina HiScanSQ,Sus scrofa,Zlotnicka white,Landrace x Yorkshire,Cross,Female,Unknown,"12,870,570","10,963,667",0.8518,14859,0.4657,Pituitary,Brain,Pituitary,,Yes,
6683,SAMN12015885,PRJNA548282,SINGLE,ILLUMINA,Illumina HiScanSQ,Sus scrofa,Zlotnicka white,Landrace x Yorkshire,Cross,Female,Unknown,"10,248,138","8,120,560",0.7924,14597,0.4575,Pituitary,Brain,Pituitary,,Yes,
6684,SAMN12015886,PRJNA548282,SINGLE,ILLUMINA,Illumina HiScanSQ,Sus scrofa,Zlotnicka white,Landrace x Yorkshire,Cross,Female,Unknown,"12,342,391","9,985,861",0.8091,15399,0.4826,Pituitary,Brain,Pituitary,,Yes,
6685,SAMN12015887,PRJNA548282,SINGLE,ILLUMINA,Illumina HiScanSQ,Sus scrofa,Zlotnicka white,Landrace x Yorkshire,Cross,Female,Unknown,"13,153,531","8,543,389",0.6495,14611,0.4579,Pituitary,Brain,Pituitary,,Yes,
6686,SAMN12015888,PRJNA548282,SINGLE,ILLUMINA,Illumina HiScanSQ,Sus scrofa,Zlotnicka white,Landrace x Yorkshire,Cross,Female,Unknown,"11,853,862","9,529,601",0.8039,14809,0.4641,Pituitary,Brain,Pituitary,,Yes,
6687,SAMN12015889,PRJNA548282,SINGLE,ILLUMINA,Illumina HiScanSQ,Sus scrofa,Zlotnicka white,Landrace x Yorkshire,Cross,Female,Unknown,"11,246,342","9,038,691",0.8037,15229,0.4773,Pituitary,Brain,Pituitary,,Yes,
6688,SAMN12015890,PRJNA548282,SINGLE,ILLUMINA,Illumina HiScanSQ,Sus scrofa,Zlotnicka white,Landrace x Yorkshire,Cross,Female,Unknown,"11,280,221","7,365,661",0.653,14375,0.4505,Pituitary,Brain,Pituitary,,Yes,
6689,SAMN12015891,PRJNA548282,SINGLE,ILLUMINA,Illumina HiScanSQ,Sus scrofa,Zlotnicka white,Landrace x Yorkshire,Cross,Female,Unknown,"12,324,954","9,316,785",0.7559,15391,0.4824,Pituitary,Brain,Pituitary,,Yes,
6690,SAMN12015892,PRJNA548282,SINGLE,ILLUMINA,Illumina HiScanSQ,Sus scrofa,Zlotnicka white,Landrace x Yorkshire,Cross,Female,Unknown,"12,113,511","9,574,216",0.7904,15028,0.471,Pituitary,Brain,Pituitary,,Yes,
6691,SAMN12015893,PRJNA548282,SINGLE,ILLUMINA,Illumina HiScanSQ,Sus scrofa,Zlotnicka white,Landrace x Yorkshire,Cross,Female,Unknown,"11,944,443","9,599,096",0.8036,14864,0.4658,Pituitary,Brain,Pituitary,,Yes,
6692,SAMN12015894,PRJNA548282,SINGLE,ILLUMINA,Illumina HiScanSQ,Sus scrofa,Zlotnicka white,Landrace x Yorkshire,Cross,Female,Unknown,"10,941,348","8,659,807",0.7915,15348,0.481,Pituitary,Brain,Pituitary,,Yes,
6693,SAMN12015918,PRJNA548282,SINGLE,ILLUMINA,Illumina HiScanSQ,Sus scrofa,Zlotnicka white,Landrace x Yorkshire,Cross,Female,Unknown,"15,923,620","13,477,760",0.8464,15256,0.4781,Pituitary,Brain,Pituitary,,Yes,
6694,SAMN12015919,PRJNA548282,SINGLE,ILLUMINA,Illumina HiScanSQ,Sus scrofa,Zlotnicka white,Landrace x Yorkshire,Cross,Female,Unknown,"13,608,837","11,552,650",0.8489,15522,0.4865,Pituitary,Brain,Pituitary,,Yes,
6695,SAMN12015920,PRJNA548282,SINGLE,ILLUMINA,Illumina HiScanSQ,Sus scrofa,Zlotnicka white,Landrace x Yorkshire,Cross,Female,Unknown,"12,029,770","9,933,830",0.8258,15676,0.4913,Pituitary,Brain,Pituitary,,Yes,
6696,SAMN12015921,PRJNA548282,SINGLE,ILLUMINA,Illumina HiScanSQ,Sus scrofa,Zlotnicka white,Landrace x Yorkshire,Cross,Female,Unknown,"10,437,978","6,984,498",0.6691,14450,0.4529,Pituitary,Brain,Pituitary,,Yes,
6697,SAMN12041352,PRJNA548540,PAIRED,ILLUMINA,Illumina HiSeq X Ten,Sus scrofa,Unknown,Unknown,Unknown,Unknown,Unknown,"34,793,152","32,319,574",0.9289,7588,0.2378,Oocyte,Oocyte,Oocyte,,No,
6698,SAMN12041353,PRJNA548540,PAIRED,ILLUMINA,Illumina HiSeq X Ten,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"21,189,122","19,908,798",0.9396,13888,0.4353,Oocyte,Oocyte,Oocyte,,Yes,
6699,SAMN12041354,PRJNA548540,PAIRED,ILLUMINA,Illumina HiSeq X Ten,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"20,757,465","18,893,015",0.9102,12537,0.3929,Oocyte,Oocyte,Oocyte,,Yes,
6700,SAMN12041355,PRJNA548540,PAIRED,ILLUMINA,Illumina HiSeq X Ten,Sus scrofa,Unknown,Unknown,Unknown,Unknown,Unknown,"25,342,619","22,936,639",0.9051,6655,0.2086,Oocyte,Oocyte,Oocyte,,No,
6701,SAMN12041356,PRJNA548540,PAIRED,ILLUMINA,Illumina HiSeq X Ten,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"22,669,129","21,347,106",0.9417,15790,0.4949,Oocyte,Oocyte,Oocyte,,Yes,
6702,SAMN12041357,PRJNA548540,PAIRED,ILLUMINA,Illumina HiSeq X Ten,Sus scrofa,Unknown,Landrace x Yorkshire,Cross,Unknown,Unknown,"21,061,039","19,779,424",0.9391,14501,0.4545,Oocyte,Oocyte,Oocyte,,Yes,
6703,SAMN12057763,PRJNA548867,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Yorkshire,European pigs,Unknown,Unknown,"57,854,246","47,276,588",0.8172,18245,0.5718,Macrophage,Blood,Macrophage,,Yes,
6704,SAMN12057764,PRJNA548867,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Yorkshire,European pigs,Unknown,Unknown,"53,912,040","43,024,266",0.798,18023,0.5648,Macrophage,Blood,Macrophage,,Yes,
6705,SAMN12057765,PRJNA548867,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Yorkshire,European pigs,Unknown,Unknown,"48,574,230","40,285,647",0.8294,18101,0.5673,Macrophage,Blood,Macrophage,,Yes,
6706,SAMN12057766,PRJNA548867,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Yorkshire,European pigs,Unknown,Unknown,"51,713,642","42,861,146",0.8288,18584,0.5824,Macrophage,Blood,Macrophage,,Yes,
6707,SAMN12057767,PRJNA548867,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Yorkshire,European pigs,Unknown,Unknown,"46,061,696","38,497,334",0.8358,18084,0.5668,Macrophage,Blood,Macrophage,,Yes,
6708,SAMN12057768,PRJNA548867,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Unknown,Yorkshire,European pigs,Unknown,Unknown,"52,517,614","42,858,811",0.8161,18215,0.5709,Macrophage,Blood,Macrophage,,Yes,
6709,SAMN12060846,PRJNA548997,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Bama Xiang,Bama Xiang,Asian pigs,Unknown,1 year,"57,600,867","54,231,621",0.9415,18657,0.5847,Skin,Skin,Skin,,No,
6710,SAMN12060848,PRJNA548997,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Bama Xiang,Bama Xiang,Asian pigs,Unknown,1 year,"46,750,662","44,412,302",0.95,18994,0.5953,Skin,Skin,Skin,,No,
6711,SAMN12060850,PRJNA548997,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Bama Xiang,Bama Xiang,Asian pigs,Unknown,1 year,"61,215,504","56,983,516",0.9309,19299,0.6048,Skin,Skin,Skin,,No,
6712,SAMN12060852,PRJNA548997,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Bama Xiang,Bama Xiang,Asian pigs,Unknown,1 year,"49,600,777","45,922,983",0.9259,18741,0.5873,Skin,Skin,Skin,,No,
6713,SAMN12060854,PRJNA548997,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Bama Xiang,Bama Xiang,Asian pigs,Unknown,1 year,"50,468,686","47,805,963",0.9472,18360,0.5754,Skin,Skin,Skin,,No,
6714,SAMN12060856,PRJNA548997,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Bama Xiang,Bama Xiang,Asian pigs,Unknown,1 year,"46,634,708","43,192,561",0.9262,19003,0.5956,Skin,Skin,Skin,,No,
6715,SAMN12060858,PRJNA548997,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Bama Xiang,Bama Xiang,Asian pigs,Unknown,1 year,"54,078,521","50,962,267",0.9424,18594,0.5827,Skin,Skin,Skin,,No,
6716,SAMN12060860,PRJNA548997,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Bama Xiang,Bama Xiang,Asian pigs,Unknown,1 year,"58,755,419","55,208,199",0.9396,18422,0.5773,Skin,Skin,Skin,,No,
6717,SAMN12060862,PRJNA548997,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Jinhua,Jinhua,Asian pigs,Unknown,1 year,"47,214,659","44,489,348",0.9423,18171,0.5695,Skin,Skin,Skin,,No,
6718,SAMN12060864,PRJNA548997,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Jinhua,Jinhua,Asian pigs,Unknown,1 year,"50,112,118","46,882,515",0.9356,18046,0.5656,Skin,Skin,Skin,,No,
6719,SAMN12060866,PRJNA548997,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Jinhua,Jinhua,Asian pigs,Unknown,1 year,"65,192,487","60,808,005",0.9327,18152,0.5689,Skin,Skin,Skin,,No,
6720,SAMN12060868,PRJNA548997,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Jinhua,Jinhua,Asian pigs,Unknown,1 year,"49,070,497","46,328,321",0.9441,18170,0.5694,Skin,Skin,Skin,,No,
6721,SAMN12060870,PRJNA548997,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Jinhua,Jinhua,Asian pigs,Unknown,1 year,"42,157,645","39,634,756",0.9402,18114,0.5677,Skin,Skin,Skin,,No,
6722,SAMN12060872,PRJNA548997,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Jinhua,Jinhua,Asian pigs,Unknown,1 year,"55,842,782","52,434,431",0.939,18265,0.5724,Skin,Skin,Skin,,No,
6723,SAMN12060874,PRJNA548997,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Jinhua,Jinhua,Asian pigs,Unknown,1 year,"60,925,336","56,982,105",0.9353,18218,0.571,Skin,Skin,Skin,,No,
6724,SAMN12060876,PRJNA548997,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Jinhua,Jinhua,Asian pigs,Unknown,1 year,"46,111,068","43,364,393",0.9404,17726,0.5555,Skin,Skin,Skin,,No,
6725,SAMN12092240,PRJNA549585,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Landrace,Landrace x Yorkshire,Cross,Unknown,Unknown,"14,558,013","11,721,776",0.8052,15695,0.4919,Ovary,Ovary,Ovary,,Yes,
6726,SAMN12092241,PRJNA549585,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Landrace,Landrace x Yorkshire,Cross,Unknown,Unknown,"13,399,915","11,122,523",0.83,15840,0.4964,Ovary,Ovary,Ovary,,Yes,
6727,SAMN12092242,PRJNA549585,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Landrace,Landrace x Yorkshire,Cross,Unknown,Unknown,"14,970,281","12,015,471",0.8026,15715,0.4925,Ovary,Ovary,Ovary,,Yes,
6728,SAMN12092243,PRJNA549585,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Landrace,Landrace x Yorkshire,Cross,Unknown,Unknown,"18,969,574","16,238,127",0.856,15974,0.5006,Ovary,Ovary,Ovary,,Yes,
6729,SAMN12092244,PRJNA549585,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Landrace,Landrace x Yorkshire,Cross,Unknown,Unknown,"15,520,498","13,420,333",0.8647,15572,0.488,Ovary,Ovary,Ovary,,Yes,
6730,SAMN12092245,PRJNA549585,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Landrace,Landrace x Yorkshire,Cross,Unknown,Unknown,"18,896,991","16,100,415",0.852,16101,0.5046,Ovary,Ovary,Ovary,,Yes,
6731,SAMN12158052,PRJNA551542,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Duroc x (Landrace x Yorkshire),Cross,Female,Unknown,"26,710,037","25,500,316",0.9547,15919,0.4989,Ovary,Ovary,Ovary,,Yes,
6732,SAMN12158053,PRJNA551542,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Duroc x (Landrace x Yorkshire),Cross,Female,Unknown,"31,609,022","30,303,653",0.9587,16173,0.5069,Ovary,Ovary,Ovary,,Yes,
6733,SAMN12158054,PRJNA551542,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Duroc x (Landrace x Yorkshire),Cross,Female,Unknown,"26,227,546","25,152,716",0.959,15752,0.4937,Ovary,Ovary,Ovary,,Yes,
6734,SAMN12158055,PRJNA551542,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Duroc x (Landrace x Yorkshire),Cross,Female,Unknown,"24,851,133","23,590,374",0.9493,15623,0.4896,Ovary,Ovary,Ovary,,Yes,
6735,SAMN12158056,PRJNA551542,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Duroc x (Landrace x Yorkshire),Cross,Female,Unknown,"25,348,707","24,292,970",0.9584,15698,0.492,Ovary,Ovary,Ovary,,Yes,
6736,SAMN12158057,PRJNA551542,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Duroc x (Landrace x Yorkshire),Cross,Female,Unknown,"23,950,090","22,882,617",0.9554,15547,0.4872,Ovary,Ovary,Ovary,,Yes,
6737,SAMN12163236,PRJNA551691,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"39,668,861","37,317,563",0.9407,15058,0.4719,Valvular interstitial cell,Other,Other,Outlier,No,
6738,SAMN12163237,PRJNA551691,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"46,752,058","43,563,320",0.9318,15419,0.4832,Valvular interstitial cell,Other,Other,Outlier,No,
6739,SAMN12163238,PRJNA551691,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"39,308,295","36,959,544",0.9402,15121,0.4739,Valvular interstitial cell,Other,Other,Outlier,No,
6740,SAMN12163239,PRJNA551691,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"37,311,236","34,659,214",0.9289,14953,0.4686,Valvular interstitial cell,Other,Other,Outlier,No,
6741,SAMN12163240,PRJNA551691,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"38,558,377","36,317,666",0.9419,14733,0.4617,Valvular interstitial cell,Other,Other,Outlier,No,
6742,SAMN12163241,PRJNA551691,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"36,850,849","34,674,573",0.9409,14855,0.4656,Valvular interstitial cell,Other,Other,Outlier,No,
6743,SAMN12163242,PRJNA551691,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"31,125,644","29,261,646",0.9401,14125,0.4427,Valvular interstitial cell,Other,Other,Outlier,No,
6744,SAMN12163243,PRJNA551691,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"40,483,699","38,057,769",0.9401,14743,0.462,Valvular interstitial cell,Other,Other,Outlier,No,
6745,SAMN12163244,PRJNA551691,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"36,543,499","34,624,351",0.9475,14914,0.4674,Valvular interstitial cell,Other,Other,Outlier,No,
6746,SAMN12163245,PRJNA551691,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"39,089,537","36,837,481",0.9424,14773,0.463,Valvular interstitial cell,Other,Other,Outlier,No,
6747,SAMN12163246,PRJNA551691,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"38,577,207","36,248,110",0.9396,15050,0.4717,Valvular interstitial cell,Other,Other,Outlier,No,
6748,SAMN12163247,PRJNA551691,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"39,412,513","37,193,589",0.9437,14992,0.4699,Valvular interstitial cell,Other,Other,Outlier,No,
6749,SAMN12163248,PRJNA551691,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"40,473,784","38,387,345",0.9484,14668,0.4597,Valvular interstitial cell,Other,Other,Outlier,No,
6750,SAMN12163249,PRJNA551691,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"40,105,547","37,645,881",0.9387,14742,0.462,Valvular interstitial cell,Other,Other,Outlier,No,
6751,SAMN12163250,PRJNA551691,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"41,481,612","39,164,524",0.9441,14840,0.4651,Valvular interstitial cell,Other,Other,Outlier,No,
6752,SAMN12163251,PRJNA551691,SINGLE,ILLUMINA,NextSeq 500,Sus scrofa,Unknown,Unknown,Unknown,Unknown,6 months,"38,754,418","36,726,088",0.9477,15001,0.4701,Valvular interstitial cell,Other,Other,Outlier,No,
6753,SAMN12163359,PRJNA551700,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Qingping,Qingping,Asian pigs,Female,3 years,"34,169,190","29,194,440",0.8544,16824,0.5273,Placenta,Placenta,Placenta,,Yes,
6754,SAMN12163360,PRJNA551700,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Qingping,Landrace x Yorkshire,Cross,Female,3 years,"34,250,261","29,808,353",0.8703,16379,0.5133,Placenta,Placenta,Placenta,,Yes,
6755,SAMN12163361,PRJNA551700,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Qingping,Landrace x Yorkshire,Cross,Female,3 years,"37,949,112","33,278,285",0.8769,17117,0.5364,Placenta,Placenta,Placenta,,Yes,
6756,SAMN12163362,PRJNA551700,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Qingping,Qingping,Asian pigs,Female,3 years,"28,382,567","25,353,753",0.8933,16653,0.5219,Placenta,Placenta,Placenta,,Yes,
6757,SAMN12163363,PRJNA551700,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Qingping,Landrace x Yorkshire,Cross,Female,3 years,"30,822,872","27,137,353",0.8804,16910,0.53,Placenta,Placenta,Placenta,,Yes,
6758,SAMN12163364,PRJNA551700,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Qingping,Landrace x Yorkshire,Cross,Female,3 years,"34,056,941","30,754,578",0.903,16257,0.5095,Placenta,Placenta,Placenta,,Yes,
6759,SAMN12175575,PRJNA552153,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Yorkshire,Duroc x (Landrace x Yorkshire),Cross,Unknown,0 day,"27,560,036","25,701,792",0.9326,16771,0.5256,Skin,Skin,Skin,,No,
6760,SAMN12175577,PRJNA552153,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Yorkshire,Landrace x Yorkshire,Cross,Unknown,0 day,"27,076,866","25,201,623",0.9307,16380,0.5134,Skin,Skin,Skin,,No,
6761,SAMN12175579,PRJNA552153,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Yorkshire,Duroc x (Landrace x Yorkshire),Cross,Unknown,0 day,"27,155,974","24,875,448",0.916,16522,0.5178,Skin,Skin,Skin,,No,
6762,SAMN12175581,PRJNA552153,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Yorkshire,Duroc x (Landrace x Yorkshire),Cross,Unknown,0 day,"26,903,117","25,274,021",0.9394,16985,0.5323,Skin,Skin,Skin,,No,
6763,SAMN12175583,PRJNA552153,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Yorkshire,Duroc x (Landrace x Yorkshire),Cross,Unknown,0 day,"29,056,347","27,573,982",0.949,16916,0.5301,Skin,Skin,Skin,,No,
6764,SAMN12175585,PRJNA552153,PAIRED,ILLUMINA,Illumina HiSeq 2500,Sus scrofa,Yorkshire,Duroc x (Landrace x Yorkshire),Cross,Unknown,0 day,"25,971,793","23,997,043",0.924,16616,0.5207,Skin,Skin,Skin,,No,
6765,SAMN12202092,PRJNA552335,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Yorkshire,Landrace x Yorkshire,Cross,Unknown,3 months,"26,508,645","24,010,998",0.9058,16006,0.5016,Heart,Heart,Heart,,No,
6766,SAMN12202093,PRJNA552335,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Yorkshire,Landrace x Yorkshire,Cross,Unknown,3 months,"24,697,775","21,619,020",0.8753,19066,0.5975,Heart,Heart,Heart,,Yes,
6767,SAMN12202094,PRJNA552335,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Yorkshire,Landrace x Yorkshire,Cross,Unknown,3 months,"23,012,428","20,832,795",0.9053,14724,0.4615,Heart,Heart,Heart,,No,
6768,SAMN12202096,PRJNA552335,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Yorkshire,Landrace x Yorkshire,Cross,Unknown,3 months,"25,408,279","23,800,117",0.9367,17959,0.5628,Heart,Heart,Heart,,No,
6769,SAMN12202098,PRJNA552335,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Yorkshire,Landrace x Yorkshire,Cross,Unknown,3 months,"21,371,224","18,380,713",0.8601,17096,0.5358,Heart,Heart,Heart,,No,
6770,SAMN12202099,PRJNA552335,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Yorkshire,Landrace x Yorkshire,Cross,Unknown,3 months,"26,248,210","24,734,012",0.9423,17124,0.5367,Heart,Heart,Heart,,Yes,
6771,SAMN12202100,PRJNA552335,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Yorkshire,Landrace x Yorkshire,Cross,Unknown,3 months,"26,538,488","23,622,182",0.8901,17288,0.5418,Heart,Heart,Heart,,Yes,
6772,SAMN12202101,PRJNA552335,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Yorkshire,Landrace x Yorkshire,Cross,Unknown,3 months,"20,559,638","17,350,707",0.8439,12484,0.3912,Heart,Heart,Heart,,Yes,
6773,SAMN12202103,PRJNA552335,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Yorkshire,Landrace x Yorkshire,Cross,Unknown,3 months,"22,138,575","19,986,022",0.9028,16638,0.5214,Heart,Heart,Heart,,No,
6774,SAMN12202104,PRJNA552335,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Yorkshire,Landrace x Yorkshire,Cross,Unknown,3 months,"19,652,942","18,425,550",0.9375,16389,0.5136,Heart,Heart,Heart,,No,
6775,SAMN12202105,PRJNA552335,PAIRED,ILLUMINA,Illumina HiSeq 2000,Sus scrofa,Yorkshire,Landrace x Yorkshire,Cross,Unknown,3 months,"27,760,073","24,416,168",0.8795,12691,0.3977,Heart,Heart,Heart,,Yes,
6776,SAMN12204825,PRJNA552370,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Yorkshire,European pigs,Male,3.5 months,"189,729,005","176,886,820",0.9323,21033,0.6592,Lung,Lung,Lung,,Yes,
6777,SAMN12204826,PRJNA552370,PAIRED,ILLUMINA,Illumina HiSeq 4000,Sus scrofa,Unknown,Yorkshire,European pigs,Male,3.5 months,"174,172,271","154,635,407",0.8878,21765,0.6821,Lung,Lung,Lung,,Yes,
